T a T y T i(Vdd)*Vdd
6.315398e-07 1.800000e+00 6.315398e-07 1.351478e-02 6.315398e-07 -2.723380e-05 
6.325398e-07 1.800000e+00 6.325398e-07 1.351417e-02 6.325398e-07 2.794943e-06 
6.335398e-07 1.800000e+00 6.335398e-07 1.351478e-02 6.335398e-07 -2.722705e-05 
6.345398e-07 1.800000e+00 6.345398e-07 1.351417e-02 6.345398e-07 2.788201e-06 
6.355398e-07 1.800000e+00 6.355398e-07 1.351478e-02 6.355398e-07 -2.722031e-05 
6.365398e-07 1.800000e+00 6.365398e-07 1.351417e-02 6.365398e-07 2.781463e-06 
6.375398e-07 1.800000e+00 6.375398e-07 1.351478e-02 6.375398e-07 -2.721358e-05 
6.385398e-07 1.800000e+00 6.385398e-07 1.351417e-02 6.385398e-07 2.774729e-06 
6.395398e-07 1.800000e+00 6.395398e-07 1.351478e-02 6.395398e-07 -2.720685e-05 
6.405398e-07 1.800000e+00 6.405398e-07 1.351417e-02 6.405398e-07 2.767999e-06 
6.415398e-07 1.800000e+00 6.415398e-07 1.351478e-02 6.415398e-07 -2.720012e-05 
6.425398e-07 1.800000e+00 6.425398e-07 1.351417e-02 6.425398e-07 2.761273e-06 
6.435398e-07 1.800000e+00 6.435398e-07 1.351478e-02 6.435398e-07 -2.719340e-05 
6.445398e-07 1.800000e+00 6.445398e-07 1.351417e-02 6.445398e-07 2.754552e-06 
6.455398e-07 1.800000e+00 6.455398e-07 1.351478e-02 6.455398e-07 -2.718668e-05 
6.465398e-07 1.800000e+00 6.465398e-07 1.351417e-02 6.465398e-07 2.747835e-06 
6.475398e-07 1.800000e+00 6.475398e-07 1.351478e-02 6.475398e-07 -2.717997e-05 
6.485398e-07 1.800000e+00 6.485398e-07 1.351417e-02 6.485398e-07 2.741122e-06 
6.495398e-07 1.800000e+00 6.495398e-07 1.351478e-02 6.495398e-07 -2.717326e-05 
6.505398e-07 1.800000e+00 6.505398e-07 1.351417e-02 6.505398e-07 2.734413e-06 
6.515398e-07 1.800000e+00 6.515398e-07 1.351478e-02 6.515398e-07 -2.716656e-05 
6.525398e-07 1.800000e+00 6.525398e-07 1.351417e-02 6.525398e-07 2.727708e-06 
6.535398e-07 1.800000e+00 6.535398e-07 1.351478e-02 6.535398e-07 -2.715985e-05 
6.545398e-07 1.800000e+00 6.545398e-07 1.351418e-02 6.545398e-07 2.721008e-06 
6.555398e-07 1.800000e+00 6.555398e-07 1.351478e-02 6.555398e-07 -2.715316e-05 
6.565398e-07 1.800000e+00 6.565398e-07 1.351418e-02 6.565398e-07 2.714312e-06 
6.575398e-07 1.800000e+00 6.575398e-07 1.351478e-02 6.575398e-07 -2.714647e-05 
6.585398e-07 1.800000e+00 6.585398e-07 1.351418e-02 6.585398e-07 2.707620e-06 
6.595398e-07 1.800000e+00 6.595398e-07 1.351478e-02 6.595398e-07 -2.713978e-05 
6.605398e-07 1.800000e+00 6.605398e-07 1.351418e-02 6.605398e-07 2.700933e-06 
6.615398e-07 1.800000e+00 6.615398e-07 1.351478e-02 6.615398e-07 -2.713309e-05 
6.625398e-07 1.800000e+00 6.625398e-07 1.351418e-02 6.625398e-07 2.694249e-06 
6.635398e-07 1.800000e+00 6.635398e-07 1.351478e-02 6.635398e-07 -2.712641e-05 
6.645398e-07 1.800000e+00 6.645398e-07 1.351418e-02 6.645398e-07 2.687570e-06 
6.655398e-07 1.800000e+00 6.655398e-07 1.351478e-02 6.655398e-07 -2.711974e-05 
6.665398e-07 1.800000e+00 6.665398e-07 1.351418e-02 6.665398e-07 2.680895e-06 
6.675398e-07 1.800000e+00 6.675398e-07 1.351478e-02 6.675398e-07 -2.711307e-05 
6.685398e-07 1.800000e+00 6.685398e-07 1.351418e-02 6.685398e-07 2.674224e-06 
6.695398e-07 1.800000e+00 6.695398e-07 1.351478e-02 6.695398e-07 -2.710640e-05 
6.705398e-07 1.800000e+00 6.705398e-07 1.351418e-02 6.705398e-07 2.667557e-06 
6.715398e-07 1.800000e+00 6.715398e-07 1.351479e-02 6.715398e-07 -2.709974e-05 
6.725398e-07 1.800000e+00 6.725398e-07 1.351418e-02 6.725398e-07 2.660895e-06 
6.735398e-07 1.800000e+00 6.735398e-07 1.351479e-02 6.735398e-07 -2.709308e-05 
6.745398e-07 1.800000e+00 6.745398e-07 1.351418e-02 6.745398e-07 2.654237e-06 
6.755398e-07 1.800000e+00 6.755398e-07 1.351479e-02 6.755398e-07 -2.708642e-05 
6.765398e-07 1.800000e+00 6.765398e-07 1.351418e-02 6.765398e-07 2.647582e-06 
6.775398e-07 1.800000e+00 6.775398e-07 1.351479e-02 6.775398e-07 -2.707977e-05 
6.785398e-07 1.800000e+00 6.785398e-07 1.351418e-02 6.785398e-07 2.640932e-06 
6.795398e-07 1.800000e+00 6.795398e-07 1.351479e-02 6.795398e-07 -2.707313e-05 
6.805398e-07 1.800000e+00 6.805398e-07 1.351419e-02 6.805398e-07 2.634287e-06 
6.815398e-07 1.800000e+00 6.815398e-07 1.351479e-02 6.815398e-07 -2.706648e-05 
6.825398e-07 1.800000e+00 6.825398e-07 1.351419e-02 6.825398e-07 2.627645e-06 
6.835398e-07 1.800000e+00 6.835398e-07 1.351479e-02 6.835398e-07 -2.705985e-05 
6.845398e-07 1.800000e+00 6.845398e-07 1.351419e-02 6.845398e-07 2.621008e-06 
6.855398e-07 1.800000e+00 6.855398e-07 1.351479e-02 6.855398e-07 -2.705321e-05 
6.865398e-07 1.800000e+00 6.865398e-07 1.351419e-02 6.865398e-07 2.614375e-06 
6.875398e-07 1.800000e+00 6.875398e-07 1.351479e-02 6.875398e-07 -2.704658e-05 
6.885398e-07 1.800000e+00 6.885398e-07 1.351419e-02 6.885398e-07 2.607745e-06 
6.895398e-07 1.800000e+00 6.895398e-07 1.351479e-02 6.895398e-07 -2.703996e-05 
6.905398e-07 1.800000e+00 6.905398e-07 1.351419e-02 6.905398e-07 2.601121e-06 
6.915398e-07 1.800000e+00 6.915398e-07 1.351479e-02 6.915398e-07 -2.703333e-05 
6.925398e-07 1.800000e+00 6.925398e-07 1.351419e-02 6.925398e-07 2.594500e-06 
6.935398e-07 1.800000e+00 6.935398e-07 1.351479e-02 6.935398e-07 -2.702672e-05 
6.945398e-07 1.800000e+00 6.945398e-07 1.351419e-02 6.945398e-07 2.587883e-06 
6.955398e-07 1.800000e+00 6.955398e-07 1.351479e-02 6.955398e-07 -2.702010e-05 
6.965398e-07 1.800000e+00 6.965398e-07 1.351419e-02 6.965398e-07 2.581271e-06 
6.975398e-07 1.800000e+00 6.975398e-07 1.351479e-02 6.975398e-07 -2.701350e-05 
6.985398e-07 1.800000e+00 6.985398e-07 1.351419e-02 6.985398e-07 2.574663e-06 
6.995398e-07 1.800000e+00 6.995398e-07 1.351479e-02 6.995398e-07 -2.700689e-05 
7.005398e-07 1.800000e+00 7.005398e-07 1.351419e-02 7.005398e-07 2.568059e-06 
7.015398e-07 1.800000e+00 7.015398e-07 1.351479e-02 7.015398e-07 -2.700029e-05 
7.025398e-07 1.800000e+00 7.025398e-07 1.351419e-02 7.025398e-07 2.561459e-06 
7.035398e-07 1.800000e+00 7.035398e-07 1.351479e-02 7.035398e-07 -2.699369e-05 
7.045398e-07 1.800000e+00 7.045398e-07 1.351419e-02 7.045398e-07 2.554863e-06 
7.055398e-07 1.800000e+00 7.055398e-07 1.351479e-02 7.055398e-07 -2.698710e-05 
7.065398e-07 1.800000e+00 7.065398e-07 1.351420e-02 7.065398e-07 2.548271e-06 
7.075398e-07 1.800000e+00 7.075398e-07 1.351479e-02 7.075398e-07 -2.698051e-05 
7.085398e-07 1.800000e+00 7.085398e-07 1.351420e-02 7.085398e-07 2.541684e-06 
7.095398e-07 1.800000e+00 7.095398e-07 1.351479e-02 7.095398e-07 -2.697393e-05 
7.105398e-07 1.800000e+00 7.105398e-07 1.351420e-02 7.105398e-07 2.535100e-06 
7.115398e-07 1.800000e+00 7.115398e-07 1.351479e-02 7.115398e-07 -2.696735e-05 
7.125398e-07 1.800000e+00 7.125398e-07 1.351420e-02 7.125398e-07 2.528521e-06 
7.135398e-07 1.800000e+00 7.135398e-07 1.351479e-02 7.135398e-07 -2.696077e-05 
7.145398e-07 1.800000e+00 7.145398e-07 1.351420e-02 7.145398e-07 2.521946e-06 
7.155398e-07 1.800000e+00 7.155398e-07 1.351479e-02 7.155398e-07 -2.695420e-05 
7.165398e-07 1.800000e+00 7.165398e-07 1.351420e-02 7.165398e-07 2.515375e-06 
7.175398e-07 1.800000e+00 7.175398e-07 1.351479e-02 7.175398e-07 -2.694763e-05 
7.185398e-07 1.800000e+00 7.185398e-07 1.351420e-02 7.185398e-07 2.508808e-06 
7.195398e-07 1.800000e+00 7.195398e-07 1.351479e-02 7.195398e-07 -2.694107e-05 
7.205398e-07 1.800000e+00 7.205398e-07 1.351420e-02 7.205398e-07 2.502245e-06 
7.215398e-07 1.800000e+00 7.215398e-07 1.351479e-02 7.215398e-07 -2.693451e-05 
7.225398e-07 1.800000e+00 7.225398e-07 1.351420e-02 7.225398e-07 2.495687e-06 
7.235398e-07 1.800000e+00 7.235398e-07 1.351479e-02 7.235398e-07 -2.692796e-05 
7.245398e-07 1.800000e+00 7.245398e-07 1.351420e-02 7.245398e-07 2.489132e-06 
7.255398e-07 1.800000e+00 7.255398e-07 1.351479e-02 7.255398e-07 -2.692141e-05 
7.265398e-07 1.800000e+00 7.265398e-07 1.351420e-02 7.265398e-07 2.482582e-06 
7.275398e-07 1.800000e+00 7.275398e-07 1.351479e-02 7.275398e-07 -2.691486e-05 
7.285398e-07 1.800000e+00 7.285398e-07 1.351420e-02 7.285398e-07 2.476036e-06 
7.295398e-07 1.800000e+00 7.295398e-07 1.351479e-02 7.295398e-07 -2.690832e-05 
7.305398e-07 1.800000e+00 7.305398e-07 1.351420e-02 7.305398e-07 2.469493e-06 
7.315398e-07 1.800000e+00 7.315398e-07 1.351479e-02 7.315398e-07 -2.690178e-05 
7.325398e-07 1.800000e+00 7.325398e-07 1.351421e-02 7.325398e-07 2.462955e-06 
7.335398e-07 1.800000e+00 7.335398e-07 1.351480e-02 7.335398e-07 -2.689524e-05 
7.345398e-07 1.800000e+00 7.345398e-07 1.351421e-02 7.345398e-07 2.456421e-06 
7.355398e-07 1.800000e+00 7.355398e-07 1.351480e-02 7.355398e-07 -2.688871e-05 
7.365398e-07 1.800000e+00 7.365398e-07 1.351421e-02 7.365398e-07 2.449892e-06 
7.375398e-07 1.800000e+00 7.375398e-07 1.351480e-02 7.375398e-07 -2.688219e-05 
7.385398e-07 1.800000e+00 7.385398e-07 1.351421e-02 7.385398e-07 2.443366e-06 
7.395398e-07 1.800000e+00 7.395398e-07 1.351480e-02 7.395398e-07 -2.687566e-05 
7.405398e-07 1.800000e+00 7.405398e-07 1.351421e-02 7.405398e-07 2.436844e-06 
7.415398e-07 1.800000e+00 7.415398e-07 1.351480e-02 7.415398e-07 -2.686915e-05 
7.425398e-07 1.800000e+00 7.425398e-07 1.351421e-02 7.425398e-07 2.430327e-06 
7.435398e-07 1.800000e+00 7.435398e-07 1.351480e-02 7.435398e-07 -2.686263e-05 
7.445398e-07 1.800000e+00 7.445398e-07 1.351421e-02 7.445398e-07 2.423813e-06 
7.455398e-07 1.800000e+00 7.455398e-07 1.351480e-02 7.455398e-07 -2.685612e-05 
7.465398e-07 1.800000e+00 7.465398e-07 1.351421e-02 7.465398e-07 2.417304e-06 
7.475398e-07 1.800000e+00 7.475398e-07 1.351480e-02 7.475398e-07 -2.684962e-05 
7.485398e-07 1.800000e+00 7.485398e-07 1.351421e-02 7.485398e-07 2.410799e-06 
7.495398e-07 1.800000e+00 7.495398e-07 1.351480e-02 7.495398e-07 -2.684311e-05 
7.505398e-07 1.800000e+00 7.505398e-07 1.351421e-02 7.505398e-07 2.404298e-06 
7.515398e-07 1.800000e+00 7.515398e-07 1.351480e-02 7.515398e-07 -2.683662e-05 
7.525398e-07 1.800000e+00 7.525398e-07 1.351421e-02 7.525398e-07 2.397801e-06 
7.535398e-07 1.800000e+00 7.535398e-07 1.351480e-02 7.535398e-07 -2.683012e-05 
7.545398e-07 1.800000e+00 7.545398e-07 1.351421e-02 7.545398e-07 2.391308e-06 
7.555398e-07 1.800000e+00 7.555398e-07 1.351480e-02 7.555398e-07 -2.682363e-05 
7.565398e-07 1.800000e+00 7.565398e-07 1.351421e-02 7.565398e-07 2.384819e-06 
7.575398e-07 1.800000e+00 7.575398e-07 1.351480e-02 7.575398e-07 -2.681715e-05 
7.585398e-07 1.800000e+00 7.585398e-07 1.351421e-02 7.585398e-07 2.378334e-06 
7.595398e-07 1.800000e+00 7.595398e-07 1.351480e-02 7.595398e-07 -2.681067e-05 
7.605398e-07 1.800000e+00 7.605398e-07 1.351422e-02 7.605398e-07 2.371853e-06 
7.615398e-07 1.800000e+00 7.615398e-07 1.351480e-02 7.615398e-07 -2.680419e-05 
7.625398e-07 1.800000e+00 7.625398e-07 1.351422e-02 7.625398e-07 2.365376e-06 
7.635398e-07 1.800000e+00 7.635398e-07 1.351480e-02 7.635398e-07 -2.679772e-05 
7.645398e-07 1.800000e+00 7.645398e-07 1.351422e-02 7.645398e-07 2.358904e-06 
7.655398e-07 1.800000e+00 7.655398e-07 1.351480e-02 7.655398e-07 -2.679125e-05 
7.665398e-07 1.800000e+00 7.665398e-07 1.351422e-02 7.665398e-07 2.352435e-06 
7.675398e-07 1.800000e+00 7.675398e-07 1.351480e-02 7.675398e-07 -2.678478e-05 
7.685398e-07 1.800000e+00 7.685398e-07 1.351422e-02 7.685398e-07 2.345971e-06 
7.695398e-07 1.800000e+00 7.695398e-07 1.351480e-02 7.695398e-07 -2.677832e-05 
7.705398e-07 1.800000e+00 7.705398e-07 1.351422e-02 7.705398e-07 2.339510e-06 
7.715398e-07 1.800000e+00 7.715398e-07 1.351480e-02 7.715398e-07 -2.677186e-05 
7.725398e-07 1.800000e+00 7.725398e-07 1.351422e-02 7.725398e-07 2.333054e-06 
7.735398e-07 1.800000e+00 7.735398e-07 1.351480e-02 7.735398e-07 -2.676541e-05 
7.745398e-07 1.800000e+00 7.745398e-07 1.351422e-02 7.745398e-07 2.326601e-06 
7.755398e-07 1.800000e+00 7.755398e-07 1.351480e-02 7.755398e-07 -2.675896e-05 
7.765398e-07 1.800000e+00 7.765398e-07 1.351422e-02 7.765398e-07 2.320153e-06 
7.775398e-07 1.800000e+00 7.775398e-07 1.351480e-02 7.775398e-07 -2.675252e-05 
7.785398e-07 1.800000e+00 7.785398e-07 1.351422e-02 7.785398e-07 2.313709e-06 
7.795398e-07 1.800000e+00 7.795398e-07 1.351480e-02 7.795398e-07 -2.674608e-05 
7.805398e-07 1.800000e+00 7.805398e-07 1.351422e-02 7.805398e-07 2.307269e-06 
7.815398e-07 1.800000e+00 7.815398e-07 1.351480e-02 7.815398e-07 -2.673964e-05 
7.825398e-07 1.800000e+00 7.825398e-07 1.351422e-02 7.825398e-07 2.300833e-06 
7.835398e-07 1.800000e+00 7.835398e-07 1.351480e-02 7.835398e-07 -2.673321e-05 
7.845398e-07 1.800000e+00 7.845398e-07 1.351422e-02 7.845398e-07 2.294401e-06 
7.855398e-07 1.800000e+00 7.855398e-07 1.351480e-02 7.855398e-07 -2.672678e-05 
7.865398e-07 1.800000e+00 7.865398e-07 1.351422e-02 7.865398e-07 2.287972e-06 
7.875398e-07 1.800000e+00 7.875398e-07 1.351480e-02 7.875398e-07 -2.672035e-05 
7.885398e-07 1.800000e+00 7.885398e-07 1.351423e-02 7.885398e-07 2.281548e-06 
7.895398e-07 1.800000e+00 7.895398e-07 1.351480e-02 7.895398e-07 -2.671393e-05 
7.905398e-07 1.800000e+00 7.905398e-07 1.351423e-02 7.905398e-07 2.275128e-06 
7.915398e-07 1.800000e+00 7.915398e-07 1.351480e-02 7.915398e-07 -2.670752e-05 
7.925398e-07 1.800000e+00 7.925398e-07 1.351423e-02 7.925398e-07 2.268713e-06 
7.935398e-07 1.800000e+00 7.935398e-07 1.351480e-02 7.935398e-07 -2.670110e-05 
7.945398e-07 1.800000e+00 7.945398e-07 1.351423e-02 7.945398e-07 2.262301e-06 
7.955398e-07 1.800000e+00 7.955398e-07 1.351481e-02 7.955398e-07 -2.669469e-05 
7.965398e-07 1.800000e+00 7.965398e-07 1.351423e-02 7.965398e-07 2.255893e-06 
7.975398e-07 1.800000e+00 7.975398e-07 1.351481e-02 7.975398e-07 -2.668829e-05 
7.985398e-07 1.800000e+00 7.985398e-07 1.351423e-02 7.985398e-07 2.249489e-06 
7.995398e-07 1.800000e+00 7.995398e-07 1.351481e-02 7.995398e-07 -2.668189e-05 
8.005398e-07 1.800000e+00 8.005398e-07 1.351423e-02 8.005398e-07 2.243089e-06 
8.015398e-07 1.800000e+00 8.015398e-07 1.351481e-02 8.015398e-07 -2.667549e-05 
8.025398e-07 1.800000e+00 8.025398e-07 1.351423e-02 8.025398e-07 2.236693e-06 
8.035398e-07 1.800000e+00 8.035398e-07 1.351481e-02 8.035398e-07 -2.666910e-05 
8.045398e-07 1.800000e+00 8.045398e-07 1.351423e-02 8.045398e-07 2.230301e-06 
8.055398e-07 1.800000e+00 8.055398e-07 1.351481e-02 8.055398e-07 -2.666271e-05 
8.065398e-07 1.800000e+00 8.065398e-07 1.351423e-02 8.065398e-07 2.223914e-06 
8.075398e-07 1.800000e+00 8.075398e-07 1.351481e-02 8.075398e-07 -2.665633e-05 
8.085398e-07 1.800000e+00 8.085398e-07 1.351423e-02 8.085398e-07 2.217530e-06 
8.095398e-07 1.800000e+00 8.095398e-07 1.351481e-02 8.095398e-07 -2.664995e-05 
8.105398e-07 1.800000e+00 8.105398e-07 1.351423e-02 8.105398e-07 2.211150e-06 
8.115398e-07 1.800000e+00 8.115398e-07 1.351481e-02 8.115398e-07 -2.664357e-05 
8.125398e-07 1.800000e+00 8.125398e-07 1.351423e-02 8.125398e-07 2.204774e-06 
8.135398e-07 1.800000e+00 8.135398e-07 1.351481e-02 8.135398e-07 -2.663720e-05 
8.145398e-07 1.800000e+00 8.145398e-07 1.351423e-02 8.145398e-07 2.198402e-06 
8.155398e-07 1.800000e+00 8.155398e-07 1.351481e-02 8.155398e-07 -2.663083e-05 
8.165398e-07 1.800000e+00 8.165398e-07 1.351424e-02 8.165398e-07 2.192035e-06 
8.175398e-07 1.800000e+00 8.175398e-07 1.351481e-02 8.175398e-07 -2.662447e-05 
8.185398e-07 1.800000e+00 8.185398e-07 1.351424e-02 8.185398e-07 2.185671e-06 
8.195398e-07 1.800000e+00 8.195398e-07 1.351481e-02 8.195398e-07 -2.661810e-05 
8.205398e-07 1.800000e+00 8.205398e-07 1.351424e-02 8.205398e-07 2.179311e-06 
8.215398e-07 1.800000e+00 8.215398e-07 1.351481e-02 8.215398e-07 -2.661175e-05 
8.225398e-07 1.800000e+00 8.225398e-07 1.351424e-02 8.225398e-07 2.172955e-06 
8.235398e-07 1.800000e+00 8.235398e-07 1.351481e-02 8.235398e-07 -2.660540e-05 
8.245398e-07 1.800000e+00 8.245398e-07 1.351424e-02 8.245398e-07 2.166603e-06 
8.255398e-07 1.800000e+00 8.255398e-07 1.351481e-02 8.255398e-07 -2.659905e-05 
8.265398e-07 1.800000e+00 8.265398e-07 1.351424e-02 8.265398e-07 2.160256e-06 
8.275398e-07 1.800000e+00 8.275398e-07 1.351481e-02 8.275398e-07 -2.659270e-05 
8.285398e-07 1.800000e+00 8.285398e-07 1.351424e-02 8.285398e-07 2.153912e-06 
8.295398e-07 1.800000e+00 8.295398e-07 1.351481e-02 8.295398e-07 -2.658636e-05 
8.305398e-07 1.800000e+00 8.305398e-07 1.351424e-02 8.305398e-07 2.147572e-06 
8.315398e-07 1.800000e+00 8.315398e-07 1.351481e-02 8.315398e-07 -2.658003e-05 
8.325398e-07 1.800000e+00 8.325398e-07 1.351424e-02 8.325398e-07 2.141236e-06 
8.335398e-07 1.800000e+00 8.335398e-07 1.351481e-02 8.335398e-07 -2.657369e-05 
8.345398e-07 1.800000e+00 8.345398e-07 1.351424e-02 8.345398e-07 2.134904e-06 
8.355398e-07 1.800000e+00 8.355398e-07 1.351481e-02 8.355398e-07 -2.656736e-05 
8.365398e-07 1.800000e+00 8.365398e-07 1.351424e-02 8.365398e-07 2.128576e-06 
8.375398e-07 1.800000e+00 8.375398e-07 1.351481e-02 8.375398e-07 -2.656104e-05 
8.385398e-07 1.800000e+00 8.385398e-07 1.351424e-02 8.385398e-07 2.122252e-06 
8.395398e-07 1.800000e+00 8.395398e-07 1.351481e-02 8.395398e-07 -2.655472e-05 
8.405398e-07 1.800000e+00 8.405398e-07 1.351424e-02 8.405398e-07 2.115932e-06 
8.415398e-07 1.800000e+00 8.415398e-07 1.351481e-02 8.415398e-07 -2.654840e-05 
8.425398e-07 1.800000e+00 8.425398e-07 1.351424e-02 8.425398e-07 2.109616e-06 
8.435398e-07 1.800000e+00 8.435398e-07 1.351481e-02 8.435398e-07 -2.654209e-05 
8.445398e-07 1.800000e+00 8.445398e-07 1.351425e-02 8.445398e-07 2.103304e-06 
8.455398e-07 1.800000e+00 8.455398e-07 1.351481e-02 8.455398e-07 -2.653578e-05 
8.465398e-07 1.800000e+00 8.465398e-07 1.351425e-02 8.465398e-07 2.096996e-06 
8.475398e-07 1.800000e+00 8.475398e-07 1.351481e-02 8.475398e-07 -2.652948e-05 
8.485398e-07 1.800000e+00 8.485398e-07 1.351425e-02 8.485398e-07 2.090692e-06 
8.495398e-07 1.800000e+00 8.495398e-07 1.351481e-02 8.495398e-07 -2.652318e-05 
8.505398e-07 1.800000e+00 8.505398e-07 1.351425e-02 8.505398e-07 2.084392e-06 
8.515398e-07 1.800000e+00 8.515398e-07 1.351481e-02 8.515398e-07 -2.651688e-05 
8.525398e-07 1.800000e+00 8.525398e-07 1.351425e-02 8.525398e-07 2.078096e-06 
8.535398e-07 1.800000e+00 8.535398e-07 1.351481e-02 8.535398e-07 -2.651059e-05 
8.545398e-07 1.800000e+00 8.545398e-07 1.351425e-02 8.545398e-07 2.071803e-06 
8.555398e-07 1.800000e+00 8.555398e-07 1.351481e-02 8.555398e-07 -2.650430e-05 
8.565398e-07 1.800000e+00 8.565398e-07 1.351425e-02 8.565398e-07 2.065515e-06 
8.575398e-07 1.800000e+00 8.575398e-07 1.351481e-02 8.575398e-07 -2.649801e-05 
8.585398e-07 1.800000e+00 8.585398e-07 1.351425e-02 8.585398e-07 2.059231e-06 
8.595398e-07 1.800000e+00 8.595398e-07 1.351481e-02 8.595398e-07 -2.649173e-05 
8.605398e-07 1.800000e+00 8.605398e-07 1.351425e-02 8.605398e-07 2.052950e-06 
8.615398e-07 1.800000e+00 8.615398e-07 1.351481e-02 8.615398e-07 -2.648545e-05 
8.625398e-07 1.800000e+00 8.625398e-07 1.351425e-02 8.625398e-07 2.046674e-06 
8.635398e-07 1.800000e+00 8.635398e-07 1.351482e-02 8.635398e-07 -2.647918e-05 
8.645398e-07 1.800000e+00 8.645398e-07 1.351425e-02 8.645398e-07 2.040401e-06 
8.655398e-07 1.800000e+00 8.655398e-07 1.351482e-02 8.655398e-07 -2.647291e-05 
8.665398e-07 1.800000e+00 8.665398e-07 1.351425e-02 8.665398e-07 2.034133e-06 
8.675398e-07 1.800000e+00 8.675398e-07 1.351482e-02 8.675398e-07 -2.646665e-05 
8.685398e-07 1.800000e+00 8.685398e-07 1.351425e-02 8.685398e-07 2.027868e-06 
8.695398e-07 1.800000e+00 8.695398e-07 1.351482e-02 8.695398e-07 -2.646038e-05 
8.705398e-07 1.800000e+00 8.705398e-07 1.351425e-02 8.705398e-07 2.021607e-06 
8.715398e-07 1.800000e+00 8.715398e-07 1.351482e-02 8.715398e-07 -2.645413e-05 
8.725398e-07 1.800000e+00 8.725398e-07 1.351425e-02 8.725398e-07 2.015350e-06 
8.735398e-07 1.800000e+00 8.735398e-07 1.351482e-02 8.735398e-07 -2.644787e-05 
8.745398e-07 1.800000e+00 8.745398e-07 1.351426e-02 8.745398e-07 2.009098e-06 
8.755398e-07 1.800000e+00 8.755398e-07 1.351482e-02 8.755398e-07 -2.644162e-05 
8.765398e-07 1.800000e+00 8.765398e-07 1.351426e-02 8.765398e-07 2.002849e-06 
8.775398e-07 1.800000e+00 8.775398e-07 1.351482e-02 8.775398e-07 -2.643538e-05 
8.785398e-07 1.800000e+00 8.785398e-07 1.351426e-02 8.785398e-07 1.996604e-06 
8.795398e-07 1.800000e+00 8.795398e-07 1.351482e-02 8.795398e-07 -2.642914e-05 
8.805398e-07 1.800000e+00 8.805398e-07 1.351426e-02 8.805398e-07 1.990362e-06 
8.815398e-07 1.800000e+00 8.815398e-07 1.351482e-02 8.815398e-07 -2.642290e-05 
8.825398e-07 1.800000e+00 8.825398e-07 1.351426e-02 8.825398e-07 1.984125e-06 
8.835398e-07 1.800000e+00 8.835398e-07 1.351482e-02 8.835398e-07 -2.641666e-05 
8.845398e-07 1.800000e+00 8.845398e-07 1.351426e-02 8.845398e-07 1.977892e-06 
8.855398e-07 1.800000e+00 8.855398e-07 1.351482e-02 8.855398e-07 -2.641043e-05 
8.865398e-07 1.800000e+00 8.865398e-07 1.351426e-02 8.865398e-07 1.971663e-06 
8.875398e-07 1.800000e+00 8.875398e-07 1.351482e-02 8.875398e-07 -2.640421e-05 
8.885398e-07 1.800000e+00 8.885398e-07 1.351426e-02 8.885398e-07 1.965437e-06 
8.895398e-07 1.800000e+00 8.895398e-07 1.351482e-02 8.895398e-07 -2.639799e-05 
8.905398e-07 1.800000e+00 8.905398e-07 1.351426e-02 8.905398e-07 1.959216e-06 
8.915398e-07 1.800000e+00 8.915398e-07 1.351482e-02 8.915398e-07 -2.639177e-05 
8.925398e-07 1.800000e+00 8.925398e-07 1.351426e-02 8.925398e-07 1.952998e-06 
8.935398e-07 1.800000e+00 8.935398e-07 1.351482e-02 8.935398e-07 -2.638555e-05 
8.945398e-07 1.800000e+00 8.945398e-07 1.351426e-02 8.945398e-07 1.946784e-06 
8.955398e-07 1.800000e+00 8.955398e-07 1.351482e-02 8.955398e-07 -2.637934e-05 
8.965398e-07 1.800000e+00 8.965398e-07 1.351426e-02 8.965398e-07 1.940574e-06 
8.975398e-07 1.800000e+00 8.975398e-07 1.351482e-02 8.975398e-07 -2.637314e-05 
8.985398e-07 1.800000e+00 8.985398e-07 1.351426e-02 8.985398e-07 1.934368e-06 
8.995398e-07 1.800000e+00 8.995398e-07 1.351482e-02 8.995398e-07 -2.636693e-05 
9.005398e-07 1.800000e+00 9.005398e-07 1.351426e-02 9.005398e-07 1.928166e-06 
9.015398e-07 1.800000e+00 9.015398e-07 1.351482e-02 9.015398e-07 -2.636073e-05 
9.025398e-07 1.800000e+00 9.025398e-07 1.351427e-02 9.025398e-07 1.921968e-06 
9.035398e-07 1.800000e+00 9.035398e-07 1.351482e-02 9.035398e-07 -2.635454e-05 
9.045398e-07 1.800000e+00 9.045398e-07 1.351427e-02 9.045398e-07 1.915774e-06 
9.055398e-07 1.800000e+00 9.055398e-07 1.351482e-02 9.055398e-07 -2.634835e-05 
9.065398e-07 1.800000e+00 9.065398e-07 1.351427e-02 9.065398e-07 1.909583e-06 
9.075398e-07 1.800000e+00 9.075398e-07 1.351482e-02 9.075398e-07 -2.634216e-05 
9.085398e-07 1.800000e+00 9.085398e-07 1.351427e-02 9.085398e-07 1.903397e-06 
9.095398e-07 1.800000e+00 9.095398e-07 1.351482e-02 9.095398e-07 -2.633598e-05 
9.105398e-07 1.800000e+00 9.105398e-07 1.351427e-02 9.105398e-07 1.897214e-06 
9.115398e-07 1.800000e+00 9.115398e-07 1.351482e-02 9.115398e-07 -2.632980e-05 
9.125398e-07 1.800000e+00 9.125398e-07 1.351427e-02 9.125398e-07 1.891036e-06 
