T a T y T i(Vdd)*Vdd
1.232603e-06 0.000000e+00 1.232603e-06 1.795111e+00 1.232603e-06 -2.271718e-05 
1.233603e-06 0.000000e+00 1.233603e-06 1.795110e+00 1.233603e-06 3.697834e-06 
1.234603e-06 0.000000e+00 1.234603e-06 1.795111e+00 1.234603e-06 -2.270750e-05 
1.235603e-06 0.000000e+00 1.235603e-06 1.795110e+00 1.235603e-06 3.688152e-06 
1.236603e-06 0.000000e+00 1.236603e-06 1.795111e+00 1.236603e-06 -2.269782e-05 
1.237603e-06 0.000000e+00 1.237603e-06 1.795110e+00 1.237603e-06 3.678479e-06 
1.238603e-06 0.000000e+00 1.238603e-06 1.795111e+00 1.238603e-06 -2.268815e-05 
1.239603e-06 0.000000e+00 1.239603e-06 1.795110e+00 1.239603e-06 3.668813e-06 
1.240603e-06 0.000000e+00 1.240603e-06 1.795111e+00 1.240603e-06 -2.267849e-05 
1.241603e-06 0.000000e+00 1.241603e-06 1.795110e+00 1.241603e-06 3.659156e-06 
1.242603e-06 0.000000e+00 1.242603e-06 1.795111e+00 1.242603e-06 -2.266883e-05 
1.243603e-06 0.000000e+00 1.243603e-06 1.795110e+00 1.243603e-06 3.649507e-06 
1.244603e-06 0.000000e+00 1.244603e-06 1.795111e+00 1.244603e-06 -2.265919e-05 
1.245603e-06 0.000000e+00 1.245603e-06 1.795110e+00 1.245603e-06 3.639866e-06 
1.246603e-06 0.000000e+00 1.246603e-06 1.795111e+00 1.246603e-06 -2.264955e-05 
1.247603e-06 0.000000e+00 1.247603e-06 1.795110e+00 1.247603e-06 3.630233e-06 
1.248603e-06 0.000000e+00 1.248603e-06 1.795111e+00 1.248603e-06 -2.263992e-05 
1.249603e-06 0.000000e+00 1.249603e-06 1.795110e+00 1.249603e-06 3.620608e-06 
1.250603e-06 0.000000e+00 1.250603e-06 1.795111e+00 1.250603e-06 -2.263030e-05 
1.251603e-06 0.000000e+00 1.251603e-06 1.795110e+00 1.251603e-06 3.610991e-06 
1.252603e-06 0.000000e+00 1.252603e-06 1.795111e+00 1.252603e-06 -2.262069e-05 
1.253603e-06 0.000000e+00 1.253603e-06 1.795110e+00 1.253603e-06 3.601383e-06 
1.254603e-06 0.000000e+00 1.254603e-06 1.795111e+00 1.254603e-06 -2.261109e-05 
1.255603e-06 0.000000e+00 1.255603e-06 1.795110e+00 1.255603e-06 3.591782e-06 
1.256603e-06 0.000000e+00 1.256603e-06 1.795111e+00 1.256603e-06 -2.260149e-05 
1.257603e-06 0.000000e+00 1.257603e-06 1.795110e+00 1.257603e-06 3.582190e-06 
1.258603e-06 0.000000e+00 1.258603e-06 1.795111e+00 1.258603e-06 -2.259190e-05 
1.259603e-06 0.000000e+00 1.259603e-06 1.795110e+00 1.259603e-06 3.572605e-06 
1.260603e-06 0.000000e+00 1.260603e-06 1.795111e+00 1.260603e-06 -2.258232e-05 
1.261603e-06 0.000000e+00 1.261603e-06 1.795110e+00 1.261603e-06 3.563029e-06 
1.262603e-06 0.000000e+00 1.262603e-06 1.795111e+00 1.262603e-06 -2.257275e-05 
1.263603e-06 0.000000e+00 1.263603e-06 1.795110e+00 1.263603e-06 3.553461e-06 
1.264603e-06 0.000000e+00 1.264603e-06 1.795111e+00 1.264603e-06 -2.256318e-05 
1.265603e-06 0.000000e+00 1.265603e-06 1.795110e+00 1.265603e-06 3.543900e-06 
1.266603e-06 0.000000e+00 1.266603e-06 1.795111e+00 1.266603e-06 -2.255363e-05 
1.267603e-06 0.000000e+00 1.267603e-06 1.795110e+00 1.267603e-06 3.534348e-06 
1.268603e-06 0.000000e+00 1.268603e-06 1.795111e+00 1.268603e-06 -2.254408e-05 
1.269603e-06 0.000000e+00 1.269603e-06 1.795110e+00 1.269603e-06 3.524804e-06 
1.270603e-06 0.000000e+00 1.270603e-06 1.795111e+00 1.270603e-06 -2.253454e-05 
1.271603e-06 0.000000e+00 1.271603e-06 1.795110e+00 1.271603e-06 3.515268e-06 
1.272603e-06 0.000000e+00 1.272603e-06 1.795111e+00 1.272603e-06 -2.252501e-05 
1.273603e-06 0.000000e+00 1.273603e-06 1.795110e+00 1.273603e-06 3.505740e-06 
1.274603e-06 0.000000e+00 1.274603e-06 1.795111e+00 1.274603e-06 -2.251548e-05 
1.275603e-06 0.000000e+00 1.275603e-06 1.795110e+00 1.275603e-06 3.496220e-06 
1.276603e-06 0.000000e+00 1.276603e-06 1.795111e+00 1.276603e-06 -2.250597e-05 
1.277603e-06 0.000000e+00 1.277603e-06 1.795110e+00 1.277603e-06 3.486708e-06 
1.278603e-06 0.000000e+00 1.278603e-06 1.795111e+00 1.278603e-06 -2.249646e-05 
1.279603e-06 0.000000e+00 1.279603e-06 1.795110e+00 1.279603e-06 3.477203e-06 
1.280603e-06 0.000000e+00 1.280603e-06 1.795111e+00 1.280603e-06 -2.248696e-05 
1.281603e-06 0.000000e+00 1.281603e-06 1.795110e+00 1.281603e-06 3.467707e-06 
1.282603e-06 0.000000e+00 1.282603e-06 1.795111e+00 1.282603e-06 -2.247747e-05 
1.283603e-06 0.000000e+00 1.283603e-06 1.795110e+00 1.283603e-06 3.458219e-06 
1.284603e-06 0.000000e+00 1.284603e-06 1.795111e+00 1.284603e-06 -2.246798e-05 
1.285603e-06 0.000000e+00 1.285603e-06 1.795110e+00 1.285603e-06 3.448739e-06 
1.286603e-06 0.000000e+00 1.286603e-06 1.795111e+00 1.286603e-06 -2.245851e-05 
1.287603e-06 0.000000e+00 1.287603e-06 1.795110e+00 1.287603e-06 3.439267e-06 
1.288603e-06 0.000000e+00 1.288603e-06 1.795111e+00 1.288603e-06 -2.244904e-05 
1.289603e-06 0.000000e+00 1.289603e-06 1.795110e+00 1.289603e-06 3.429803e-06 
1.290603e-06 0.000000e+00 1.290603e-06 1.795111e+00 1.290603e-06 -2.243958e-05 
1.291603e-06 0.000000e+00 1.291603e-06 1.795110e+00 1.291603e-06 3.420346e-06 
1.292603e-06 0.000000e+00 1.292603e-06 1.795111e+00 1.292603e-06 -2.243013e-05 
1.293603e-06 0.000000e+00 1.293603e-06 1.795110e+00 1.293603e-06 3.410898e-06 
1.294603e-06 0.000000e+00 1.294603e-06 1.795111e+00 1.294603e-06 -2.242068e-05 
1.295603e-06 0.000000e+00 1.295603e-06 1.795110e+00 1.295603e-06 3.401458e-06 
1.296603e-06 0.000000e+00 1.296603e-06 1.795111e+00 1.296603e-06 -2.241125e-05 
1.297603e-06 0.000000e+00 1.297603e-06 1.795110e+00 1.297603e-06 3.392025e-06 
1.298603e-06 0.000000e+00 1.298603e-06 1.795111e+00 1.298603e-06 -2.240182e-05 
1.299603e-06 0.000000e+00 1.299603e-06 1.795110e+00 1.299603e-06 3.382576e-06 
1.300603e-06 0.000000e+00 1.300603e-06 1.795111e+00 1.300603e-06 -2.239240e-05 
1.301603e-06 0.000000e+00 1.301603e-06 1.795110e+00 1.301603e-06 3.373160e-06 
1.302603e-06 0.000000e+00 1.302603e-06 1.795111e+00 1.302603e-06 -2.238298e-05 
1.303603e-06 0.000000e+00 1.303603e-06 1.795110e+00 1.303603e-06 3.363751e-06 
1.304603e-06 0.000000e+00 1.304603e-06 1.795111e+00 1.304603e-06 -2.237358e-05 
1.305603e-06 0.000000e+00 1.305603e-06 1.795110e+00 1.305603e-06 3.354374e-06 
1.306603e-06 0.000000e+00 1.306603e-06 1.795111e+00 1.306603e-06 -2.236418e-05 
1.307603e-06 0.000000e+00 1.307603e-06 1.795110e+00 1.307603e-06 3.344982e-06 
1.308603e-06 0.000000e+00 1.308603e-06 1.795111e+00 1.308603e-06 -2.235479e-05 
1.309603e-06 0.000000e+00 1.309603e-06 1.795110e+00 1.309603e-06 3.335597e-06 
1.310603e-06 0.000000e+00 1.310603e-06 1.795111e+00 1.310603e-06 -2.234541e-05 
1.311603e-06 0.000000e+00 1.311603e-06 1.795110e+00 1.311603e-06 3.326220e-06 
1.312603e-06 0.000000e+00 1.312603e-06 1.795111e+00 1.312603e-06 -2.233604e-05 
1.313603e-06 0.000000e+00 1.313603e-06 1.795110e+00 1.313603e-06 3.316850e-06 
1.314603e-06 0.000000e+00 1.314603e-06 1.795111e+00 1.314603e-06 -2.232667e-05 
1.315603e-06 0.000000e+00 1.315603e-06 1.795110e+00 1.315603e-06 3.307489e-06 
1.316603e-06 0.000000e+00 1.316603e-06 1.795111e+00 1.316603e-06 -2.231732e-05 
1.317603e-06 0.000000e+00 1.317603e-06 1.795110e+00 1.317603e-06 3.298135e-06 
1.318603e-06 0.000000e+00 1.318603e-06 1.795111e+00 1.318603e-06 -2.230797e-05 
1.319603e-06 0.000000e+00 1.319603e-06 1.795110e+00 1.319603e-06 3.288790e-06 
1.320603e-06 0.000000e+00 1.320603e-06 1.795111e+00 1.320603e-06 -2.229863e-05 
1.321603e-06 0.000000e+00 1.321603e-06 1.795110e+00 1.321603e-06 3.279452e-06 
1.322603e-06 0.000000e+00 1.322603e-06 1.795111e+00 1.322603e-06 -2.228929e-05 
1.323603e-06 0.000000e+00 1.323603e-06 1.795110e+00 1.323603e-06 3.270122e-06 
1.324603e-06 0.000000e+00 1.324603e-06 1.795111e+00 1.324603e-06 -2.227997e-05 
1.325603e-06 0.000000e+00 1.325603e-06 1.795110e+00 1.325603e-06 3.260800e-06 
1.326603e-06 0.000000e+00 1.326603e-06 1.795111e+00 1.326603e-06 -2.227065e-05 
1.327603e-06 0.000000e+00 1.327603e-06 1.795110e+00 1.327603e-06 3.251486e-06 
1.328603e-06 0.000000e+00 1.328603e-06 1.795111e+00 1.328603e-06 -2.226134e-05 
1.329603e-06 0.000000e+00 1.329603e-06 1.795110e+00 1.329603e-06 3.242179e-06 
1.330603e-06 0.000000e+00 1.330603e-06 1.795111e+00 1.330603e-06 -2.225204e-05 
1.331603e-06 0.000000e+00 1.331603e-06 1.795110e+00 1.331603e-06 3.232881e-06 
1.332603e-06 0.000000e+00 1.332603e-06 1.795111e+00 1.332603e-06 -2.224274e-05 
1.333603e-06 0.000000e+00 1.333603e-06 1.795110e+00 1.333603e-06 3.223590e-06 
1.334603e-06 0.000000e+00 1.334603e-06 1.795111e+00 1.334603e-06 -2.223345e-05 
1.335603e-06 0.000000e+00 1.335603e-06 1.795110e+00 1.335603e-06 3.214307e-06 
1.336603e-06 0.000000e+00 1.336603e-06 1.795111e+00 1.336603e-06 -2.222417e-05 
1.337603e-06 0.000000e+00 1.337603e-06 1.795110e+00 1.337603e-06 3.205032e-06 
1.338603e-06 0.000000e+00 1.338603e-06 1.795111e+00 1.338603e-06 -2.221490e-05 
1.339603e-06 0.000000e+00 1.339603e-06 1.795110e+00 1.339603e-06 3.195764e-06 
1.340603e-06 0.000000e+00 1.340603e-06 1.795111e+00 1.340603e-06 -2.220564e-05 
1.341603e-06 0.000000e+00 1.341603e-06 1.795110e+00 1.341603e-06 3.186504e-06 
1.342603e-06 0.000000e+00 1.342603e-06 1.795111e+00 1.342603e-06 -2.219638e-05 
1.343603e-06 0.000000e+00 1.343603e-06 1.795110e+00 1.343603e-06 3.177253e-06 
1.344603e-06 0.000000e+00 1.344603e-06 1.795111e+00 1.344603e-06 -2.218714e-05 
1.345603e-06 0.000000e+00 1.345603e-06 1.795110e+00 1.345603e-06 3.168008e-06 
1.346603e-06 0.000000e+00 1.346603e-06 1.795111e+00 1.346603e-06 -2.217790e-05 
1.347603e-06 0.000000e+00 1.347603e-06 1.795110e+00 1.347603e-06 3.158772e-06 
1.348603e-06 0.000000e+00 1.348603e-06 1.795111e+00 1.348603e-06 -2.216866e-05 
1.349603e-06 0.000000e+00 1.349603e-06 1.795110e+00 1.349603e-06 3.149543e-06 
1.350603e-06 0.000000e+00 1.350603e-06 1.795111e+00 1.350603e-06 -2.215944e-05 
1.351603e-06 0.000000e+00 1.351603e-06 1.795110e+00 1.351603e-06 3.140323e-06 
1.352603e-06 0.000000e+00 1.352603e-06 1.795111e+00 1.352603e-06 -2.215022e-05 
1.353603e-06 0.000000e+00 1.353603e-06 1.795110e+00 1.353603e-06 3.131110e-06 
1.354603e-06 0.000000e+00 1.354603e-06 1.795111e+00 1.354603e-06 -2.214101e-05 
1.355603e-06 0.000000e+00 1.355603e-06 1.795110e+00 1.355603e-06 3.121904e-06 
1.356603e-06 0.000000e+00 1.356603e-06 1.795111e+00 1.356603e-06 -2.213181e-05 
1.357603e-06 0.000000e+00 1.357603e-06 1.795110e+00 1.357603e-06 3.112707e-06 
1.358603e-06 0.000000e+00 1.358603e-06 1.795111e+00 1.358603e-06 -2.212262e-05 
1.359603e-06 0.000000e+00 1.359603e-06 1.795110e+00 1.359603e-06 3.103517e-06 
1.360603e-06 0.000000e+00 1.360603e-06 1.795111e+00 1.360603e-06 -2.211343e-05 
1.361603e-06 0.000000e+00 1.361603e-06 1.795110e+00 1.361603e-06 3.094334e-06 
1.362603e-06 0.000000e+00 1.362603e-06 1.795111e+00 1.362603e-06 -2.210425e-05 
1.363603e-06 0.000000e+00 1.363603e-06 1.795110e+00 1.363603e-06 3.085160e-06 
1.364603e-06 0.000000e+00 1.364603e-06 1.795111e+00 1.364603e-06 -2.209508e-05 
1.365603e-06 0.000000e+00 1.365603e-06 1.795110e+00 1.365603e-06 3.075993e-06 
1.366603e-06 0.000000e+00 1.366603e-06 1.795111e+00 1.366603e-06 -2.208592e-05 
1.367603e-06 0.000000e+00 1.367603e-06 1.795110e+00 1.367603e-06 3.066834e-06 
1.368603e-06 0.000000e+00 1.368603e-06 1.795111e+00 1.368603e-06 -2.207677e-05 
1.369603e-06 0.000000e+00 1.369603e-06 1.795110e+00 1.369603e-06 3.057683e-06 
1.370603e-06 0.000000e+00 1.370603e-06 1.795111e+00 1.370603e-06 -2.206762e-05 
1.371603e-06 0.000000e+00 1.371603e-06 1.795110e+00 1.371603e-06 3.048539e-06 
1.372603e-06 0.000000e+00 1.372603e-06 1.795111e+00 1.372603e-06 -2.205848e-05 
1.373603e-06 0.000000e+00 1.373603e-06 1.795110e+00 1.373603e-06 3.039403e-06 
1.374603e-06 0.000000e+00 1.374603e-06 1.795111e+00 1.374603e-06 -2.204935e-05 
1.375603e-06 0.000000e+00 1.375603e-06 1.795110e+00 1.375603e-06 3.030274e-06 
1.376603e-06 0.000000e+00 1.376603e-06 1.795111e+00 1.376603e-06 -2.204022e-05 
1.377603e-06 0.000000e+00 1.377603e-06 1.795110e+00 1.377603e-06 3.021154e-06 
1.378603e-06 0.000000e+00 1.378603e-06 1.795111e+00 1.378603e-06 -2.203110e-05 
1.379603e-06 0.000000e+00 1.379603e-06 1.795110e+00 1.379603e-06 3.012041e-06 
1.380603e-06 0.000000e+00 1.380603e-06 1.795111e+00 1.380603e-06 -2.202200e-05 
1.381603e-06 0.000000e+00 1.381603e-06 1.795110e+00 1.381603e-06 3.002935e-06 
1.382603e-06 0.000000e+00 1.382603e-06 1.795111e+00 1.382603e-06 -2.201289e-05 
1.383603e-06 0.000000e+00 1.383603e-06 1.795110e+00 1.383603e-06 2.993837e-06 
1.384603e-06 0.000000e+00 1.384603e-06 1.795111e+00 1.384603e-06 -2.200380e-05 
1.385603e-06 0.000000e+00 1.385603e-06 1.795110e+00 1.385603e-06 2.984747e-06 
1.386603e-06 0.000000e+00 1.386603e-06 1.795111e+00 1.386603e-06 -2.199471e-05 
1.387603e-06 0.000000e+00 1.387603e-06 1.795110e+00 1.387603e-06 2.975665e-06 
1.388603e-06 0.000000e+00 1.388603e-06 1.795111e+00 1.388603e-06 -2.198563e-05 
1.389603e-06 0.000000e+00 1.389603e-06 1.795110e+00 1.389603e-06 2.966590e-06 
1.390603e-06 0.000000e+00 1.390603e-06 1.795111e+00 1.390603e-06 -2.197656e-05 
1.391603e-06 0.000000e+00 1.391603e-06 1.795110e+00 1.391603e-06 2.957522e-06 
1.392603e-06 0.000000e+00 1.392603e-06 1.795111e+00 1.392603e-06 -2.196750e-05 
1.393603e-06 0.000000e+00 1.393603e-06 1.795110e+00 1.393603e-06 2.948463e-06 
1.394603e-06 0.000000e+00 1.394603e-06 1.795111e+00 1.394603e-06 -2.195844e-05 
1.395603e-06 0.000000e+00 1.395603e-06 1.795110e+00 1.395603e-06 2.939411e-06 
1.396603e-06 0.000000e+00 1.396603e-06 1.795111e+00 1.396603e-06 -2.194940e-05 
1.397603e-06 0.000000e+00 1.397603e-06 1.795110e+00 1.397603e-06 2.930366e-06 
1.398603e-06 0.000000e+00 1.398603e-06 1.795111e+00 1.398603e-06 -2.194036e-05 
1.399603e-06 0.000000e+00 1.399603e-06 1.795110e+00 1.399603e-06 2.921329e-06 
1.400603e-06 0.000000e+00 1.400603e-06 1.795111e+00 1.400603e-06 -2.193132e-05 
1.401603e-06 0.000000e+00 1.401603e-06 1.795110e+00 1.401603e-06 2.912300e-06 
1.402603e-06 0.000000e+00 1.402603e-06 1.795111e+00 1.402603e-06 -2.192230e-05 
1.403603e-06 0.000000e+00 1.403603e-06 1.795110e+00 1.403603e-06 2.903278e-06 
1.404603e-06 0.000000e+00 1.404603e-06 1.795111e+00 1.404603e-06 -2.191328e-05 
1.405603e-06 0.000000e+00 1.405603e-06 1.795110e+00 1.405603e-06 2.894264e-06 
1.406603e-06 0.000000e+00 1.406603e-06 1.795111e+00 1.406603e-06 -2.190427e-05 
1.407603e-06 0.000000e+00 1.407603e-06 1.795110e+00 1.407603e-06 2.885257e-06 
1.408603e-06 0.000000e+00 1.408603e-06 1.795111e+00 1.408603e-06 -2.189527e-05 
1.409603e-06 0.000000e+00 1.409603e-06 1.795110e+00 1.409603e-06 2.876258e-06 
1.410603e-06 0.000000e+00 1.410603e-06 1.795111e+00 1.410603e-06 -2.188627e-05 
1.411603e-06 0.000000e+00 1.411603e-06 1.795110e+00 1.411603e-06 2.867267e-06 
1.412603e-06 0.000000e+00 1.412603e-06 1.795111e+00 1.412603e-06 -2.187728e-05 
1.413603e-06 0.000000e+00 1.413603e-06 1.795110e+00 1.413603e-06 2.858283e-06 
1.414603e-06 0.000000e+00 1.414603e-06 1.795111e+00 1.414603e-06 -2.186830e-05 
1.415603e-06 0.000000e+00 1.415603e-06 1.795110e+00 1.415603e-06 2.849306e-06 
1.416603e-06 0.000000e+00 1.416603e-06 1.795111e+00 1.416603e-06 -2.185933e-05 
1.417603e-06 0.000000e+00 1.417603e-06 1.795110e+00 1.417603e-06 2.840337e-06 
1.418603e-06 0.000000e+00 1.418603e-06 1.795111e+00 1.418603e-06 -2.185036e-05 
1.419603e-06 0.000000e+00 1.419603e-06 1.795110e+00 1.419603e-06 2.831376e-06 
1.420603e-06 0.000000e+00 1.420603e-06 1.795111e+00 1.420603e-06 -2.184141e-05 
1.421603e-06 0.000000e+00 1.421603e-06 1.795110e+00 1.421603e-06 2.822422e-06 
1.422603e-06 0.000000e+00 1.422603e-06 1.795111e+00 1.422603e-06 -2.183246e-05 
1.423603e-06 0.000000e+00 1.423603e-06 1.795110e+00 1.423603e-06 2.813476e-06 
1.424603e-06 0.000000e+00 1.424603e-06 1.795111e+00 1.424603e-06 -2.182351e-05 
1.425603e-06 0.000000e+00 1.425603e-06 1.795110e+00 1.425603e-06 2.804537e-06 
1.426603e-06 0.000000e+00 1.426603e-06 1.795111e+00 1.426603e-06 -2.181458e-05 
1.427603e-06 0.000000e+00 1.427603e-06 1.795110e+00 1.427603e-06 2.795605e-06 
1.428603e-06 0.000000e+00 1.428603e-06 1.795111e+00 1.428603e-06 -2.180565e-05 
1.429603e-06 0.000000e+00 1.429603e-06 1.795110e+00 1.429603e-06 2.786681e-06 
1.430603e-06 0.000000e+00 1.430603e-06 1.795111e+00 1.430603e-06 -2.179673e-05 
1.431603e-06 0.000000e+00 1.431603e-06 1.795110e+00 1.431603e-06 2.777765e-06 
1.432603e-06 0.000000e+00 1.432603e-06 1.795111e+00 1.432603e-06 -2.178782e-05 
1.433603e-06 0.000000e+00 1.433603e-06 1.795110e+00 1.433603e-06 2.768856e-06 
1.434603e-06 0.000000e+00 1.434603e-06 1.795111e+00 1.434603e-06 -2.177891e-05 
1.435603e-06 0.000000e+00 1.435603e-06 1.795110e+00 1.435603e-06 2.759954e-06 
1.436603e-06 0.000000e+00 1.436603e-06 1.795111e+00 1.436603e-06 -2.177002e-05 
1.437603e-06 0.000000e+00 1.437603e-06 1.795110e+00 1.437603e-06 2.751060e-06 
1.438603e-06 0.000000e+00 1.438603e-06 1.795111e+00 1.438603e-06 -2.176113e-05 
1.439603e-06 0.000000e+00 1.439603e-06 1.795110e+00 1.439603e-06 2.742174e-06 
1.440603e-06 0.000000e+00 1.440603e-06 1.795111e+00 1.440603e-06 -2.175224e-05 
1.441603e-06 0.000000e+00 1.441603e-06 1.795110e+00 1.441603e-06 2.733295e-06 
1.442603e-06 0.000000e+00 1.442603e-06 1.795111e+00 1.442603e-06 -2.174337e-05 
1.443603e-06 0.000000e+00 1.443603e-06 1.795110e+00 1.443603e-06 2.724423e-06 
1.444603e-06 0.000000e+00 1.444603e-06 1.795111e+00 1.444603e-06 -2.173450e-05 
1.445603e-06 0.000000e+00 1.445603e-06 1.795110e+00 1.445603e-06 2.715559e-06 
1.446603e-06 0.000000e+00 1.446603e-06 1.795111e+00 1.446603e-06 -2.172564e-05 
1.447603e-06 0.000000e+00 1.447603e-06 1.795110e+00 1.447603e-06 2.706702e-06 
1.448603e-06 0.000000e+00 1.448603e-06 1.795111e+00 1.448603e-06 -2.171679e-05 
1.449603e-06 0.000000e+00 1.449603e-06 1.795110e+00 1.449603e-06 2.697853e-06 
1.450603e-06 0.000000e+00 1.450603e-06 1.795111e+00 1.450603e-06 -2.170794e-05 
1.451603e-06 0.000000e+00 1.451603e-06 1.795110e+00 1.451603e-06 2.689011e-06 
1.452603e-06 0.000000e+00 1.452603e-06 1.795111e+00 1.452603e-06 -2.169910e-05 
1.453603e-06 0.000000e+00 1.453603e-06 1.795110e+00 1.453603e-06 2.680176e-06 
1.454603e-06 0.000000e+00 1.454603e-06 1.795111e+00 1.454603e-06 -2.169027e-05 
1.455603e-06 0.000000e+00 1.455603e-06 1.795110e+00 1.455603e-06 2.671349e-06 
1.456603e-06 0.000000e+00 1.456603e-06 1.795111e+00 1.456603e-06 -2.168145e-05 
1.457603e-06 0.000000e+00 1.457603e-06 1.795110e+00 1.457603e-06 2.662529e-06 
1.458603e-06 0.000000e+00 1.458603e-06 1.795111e+00 1.458603e-06 -2.167263e-05 
1.459603e-06 0.000000e+00 1.459603e-06 1.795110e+00 1.459603e-06 2.653717e-06 
1.460603e-06 0.000000e+00 1.460603e-06 1.795111e+00 1.460603e-06 -2.166382e-05 
1.461603e-06 0.000000e+00 1.461603e-06 1.795110e+00 1.461603e-06 2.644912e-06 
1.462603e-06 0.000000e+00 1.462603e-06 1.795111e+00 1.462603e-06 -2.165502e-05 
1.463603e-06 0.000000e+00 1.463603e-06 1.795110e+00 1.463603e-06 2.636114e-06 
1.464603e-06 0.000000e+00 1.464603e-06 1.795111e+00 1.464603e-06 -2.164623e-05 
1.465603e-06 0.000000e+00 1.465603e-06 1.795110e+00 1.465603e-06 2.627324e-06 
1.466603e-06 0.000000e+00 1.466603e-06 1.795111e+00 1.466603e-06 -2.163744e-05 
1.467603e-06 0.000000e+00 1.467603e-06 1.795110e+00 1.467603e-06 2.618541e-06 
1.468603e-06 0.000000e+00 1.468603e-06 1.795111e+00 1.468603e-06 -2.162866e-05 
1.469603e-06 0.000000e+00 1.469603e-06 1.795110e+00 1.469603e-06 2.609766e-06 
1.470603e-06 0.000000e+00 1.470603e-06 1.795111e+00 1.470603e-06 -2.161989e-05 
1.471603e-06 0.000000e+00 1.471603e-06 1.795110e+00 1.471603e-06 2.600997e-06 
1.472603e-06 0.000000e+00 1.472603e-06 1.795111e+00 1.472603e-06 -2.161113e-05 
1.473603e-06 0.000000e+00 1.473603e-06 1.795110e+00 1.473603e-06 2.592237e-06 
1.474603e-06 0.000000e+00 1.474603e-06 1.795111e+00 1.474603e-06 -2.160237e-05 
1.475603e-06 0.000000e+00 1.475603e-06 1.795110e+00 1.475603e-06 2.583483e-06 
1.476603e-06 0.000000e+00 1.476603e-06 1.795111e+00 1.476603e-06 -2.159362e-05 
1.477603e-06 0.000000e+00 1.477603e-06 1.795110e+00 1.477603e-06 2.574737e-06 
1.478603e-06 0.000000e+00 1.478603e-06 1.795111e+00 1.478603e-06 -2.158488e-05 
1.479603e-06 0.000000e+00 1.479603e-06 1.795110e+00 1.479603e-06 2.565998e-06 
1.480603e-06 0.000000e+00 1.480603e-06 1.795111e+00 1.480603e-06 -2.157614e-05 
1.481603e-06 0.000000e+00 1.481603e-06 1.795110e+00 1.481603e-06 2.557267e-06 
1.482603e-06 0.000000e+00 1.482603e-06 1.795111e+00 1.482603e-06 -2.156741e-05 
1.483603e-06 0.000000e+00 1.483603e-06 1.795110e+00 1.483603e-06 2.548542e-06 
1.484603e-06 0.000000e+00 1.484603e-06 1.795111e+00 1.484603e-06 -2.155869e-05 
1.485603e-06 0.000000e+00 1.485603e-06 1.795110e+00 1.485603e-06 2.539826e-06 
1.486603e-06 0.000000e+00 1.486603e-06 1.795111e+00 1.486603e-06 -2.154998e-05 
1.487603e-06 0.000000e+00 1.487603e-06 1.795110e+00 1.487603e-06 2.531116e-06 
1.488603e-06 0.000000e+00 1.488603e-06 1.795111e+00 1.488603e-06 -2.154128e-05 
1.489603e-06 0.000000e+00 1.489603e-06 1.795110e+00 1.489603e-06 2.522414e-06 
1.490603e-06 0.000000e+00 1.490603e-06 1.795111e+00 1.490603e-06 -2.153258e-05 
1.491603e-06 0.000000e+00 1.491603e-06 1.795110e+00 1.491603e-06 2.513719e-06 
1.492603e-06 0.000000e+00 1.492603e-06 1.795111e+00 1.492603e-06 -2.152389e-05 
1.493603e-06 0.000000e+00 1.493603e-06 1.795110e+00 1.493603e-06 2.505031e-06 
1.494603e-06 0.000000e+00 1.494603e-06 1.795111e+00 1.494603e-06 -2.151520e-05 
1.495603e-06 0.000000e+00 1.495603e-06 1.795110e+00 1.495603e-06 2.496350e-06 
1.496603e-06 0.000000e+00 1.496603e-06 1.795111e+00 1.496603e-06 -2.150652e-05 
1.497603e-06 0.000000e+00 1.497603e-06 1.795110e+00 1.497603e-06 2.487677e-06 
1.498603e-06 0.000000e+00 1.498603e-06 1.795111e+00 1.498603e-06 -2.149786e-05 
1.499603e-06 0.000000e+00 1.499603e-06 1.795110e+00 1.499603e-06 2.479011e-06 
1.500603e-06 0.000000e+00 1.500603e-06 1.795111e+00 1.500603e-06 -2.148919e-05 
1.501603e-06 0.000000e+00 1.501603e-06 1.795110e+00 1.501603e-06 2.470353e-06 
1.502603e-06 0.000000e+00 1.502603e-06 1.795111e+00 1.502603e-06 -2.148054e-05 
1.503603e-06 0.000000e+00 1.503603e-06 1.795110e+00 1.503603e-06 2.461701e-06 
1.504603e-06 0.000000e+00 1.504603e-06 1.795111e+00 1.504603e-06 -2.147189e-05 
1.505603e-06 0.000000e+00 1.505603e-06 1.795110e+00 1.505603e-06 2.453057e-06 
1.506603e-06 0.000000e+00 1.506603e-06 1.795111e+00 1.506603e-06 -2.146325e-05 
1.507603e-06 0.000000e+00 1.507603e-06 1.795110e+00 1.507603e-06 2.444420e-06 
1.508603e-06 0.000000e+00 1.508603e-06 1.795111e+00 1.508603e-06 -2.145462e-05 
1.509603e-06 0.000000e+00 1.509603e-06 1.795110e+00 1.509603e-06 2.435790e-06 
1.510603e-06 0.000000e+00 1.510603e-06 1.795111e+00 1.510603e-06 -2.144599e-05 
1.511603e-06 0.000000e+00 1.511603e-06 1.795110e+00 1.511603e-06 2.427168e-06 
1.512603e-06 0.000000e+00 1.512603e-06 1.795111e+00 1.512603e-06 -2.143737e-05 
1.513603e-06 0.000000e+00 1.513603e-06 1.795110e+00 1.513603e-06 2.418553e-06 
