0.000000e+00 1.786072e+00 
1.000000e-12 1.786072e+00 
2.000000e-12 1.786072e+00 
4.000000e-12 1.786072e+00 
8.000000e-12 1.786072e+00 
1.600000e-11 1.786072e+00 
3.200000e-11 1.786072e+00 
6.400000e-11 1.786072e+00 
1.000000e-10 1.786072e+00 
1.001000e-10 1.786100e+00 
1.003000e-10 1.786159e+00 
1.007000e-10 1.786259e+00 
1.010000e-10 1.786309e+00 
1.010800e-10 1.786298e+00 
1.012400e-10 1.786274e+00 
1.015600e-10 1.786228e+00 
1.022000e-10 1.786134e+00 
1.034800e-10 1.785947e+00 
1.060400e-10 1.785574e+00 
1.111600e-10 1.784827e+00 
1.214000e-10 1.783333e+00 
1.418800e-10 1.780347e+00 
1.828400e-10 1.774379e+00 
2.647600e-10 1.762461e+00 
4.286000e-10 1.738700e+00 
7.562800e-10 1.691474e+00 
1.411640e-09 1.598209e+00 
2.411640e-09 1.459005e+00 
3.411640e-09 1.323690e+00 
4.411640e-09 1.192514e+00 
5.411640e-09 1.065891e+00 
6.411640e-09 9.445228e-01 
7.411640e-09 8.294665e-01 
8.411640e-09 7.219569e-01 
9.411640e-09 6.230762e-01 
1.041164e-08 5.335383e-01 
1.141164e-08 4.533884e-01 
1.241164e-08 3.826234e-01 
1.341164e-08 3.211675e-01 
1.441164e-08 2.683698e-01 
1.541164e-08 2.234376e-01 
1.641164e-08 1.855758e-01 
1.741164e-08 1.538926e-01 
1.841164e-08 1.274752e-01 
1.941164e-08 1.055449e-01 
2.041164e-08 8.742605e-02 
2.141164e-08 7.253917e-02 
2.241164e-08 6.034638e-02 
2.341164e-08 5.038673e-02 
2.441164e-08 4.226877e-02 
2.541164e-08 3.566407e-02 
2.641164e-08 3.029831e-02 
2.741164e-08 2.594453e-02 
2.841164e-08 2.241521e-02 
2.941164e-08 1.955666e-02 
3.041164e-08 1.724276e-02 
3.141164e-08 1.537085e-02 
3.241164e-08 1.385700e-02 
3.341164e-08 1.263326e-02 
3.441164e-08 1.164418e-02 
3.541164e-08 1.084505e-02 
3.641164e-08 1.019938e-02 
3.741164e-08 9.677891e-03 
3.841164e-08 9.256641e-03 
3.941164e-08 8.916486e-03 
4.041164e-08 8.641745e-03 
4.141164e-08 8.419938e-03 
4.241164e-08 8.240790e-03 
4.341164e-08 8.096186e-03 
4.441164e-08 7.979385e-03 
4.541164e-08 7.885126e-03 
4.641164e-08 7.808978e-03 
4.741164e-08 7.747545e-03 
4.841164e-08 7.697901e-03 
4.941164e-08 7.657867e-03 
5.041164e-08 7.625501e-03 
5.141164e-08 7.599415e-03 
5.241164e-08 7.578311e-03 
5.341164e-08 7.561318e-03 
5.441164e-08 7.547554e-03 
5.541164e-08 7.536487e-03 
5.641164e-08 7.527508e-03 
5.741164e-08 7.520303e-03 
5.841164e-08 7.514442e-03 
5.941164e-08 7.509755e-03 
6.041164e-08 7.505927e-03 
6.141164e-08 7.502881e-03 
6.241164e-08 7.500377e-03 
6.341164e-08 7.498400e-03 
6.441164e-08 7.496760e-03 
6.541164e-08 7.495480e-03 
6.641164e-08 7.494402e-03 
6.741164e-08 7.493577e-03 
6.841164e-08 7.492866e-03 
6.941164e-08 7.492336e-03 
7.041164e-08 7.491864e-03 
7.141164e-08 7.491528e-03 
7.241164e-08 7.491212e-03 
7.341164e-08 7.491001e-03 
7.441164e-08 7.490786e-03 
7.541164e-08 7.490657e-03 
7.641164e-08 7.490509e-03 
7.741164e-08 7.490434e-03 
7.841164e-08 7.490328e-03 
7.941164e-08 7.490288e-03 
8.041164e-08 7.490211e-03 
8.141164e-08 7.490193e-03 
8.241164e-08 7.490134e-03 
8.341164e-08 7.490131e-03 
8.441164e-08 7.490084e-03 
8.541164e-08 7.490090e-03 
8.641164e-08 7.490051e-03 
8.741164e-08 7.490064e-03 
8.841164e-08 7.490030e-03 
8.941164e-08 7.490047e-03 
9.041164e-08 7.490016e-03 
9.141164e-08 7.490036e-03 
9.241164e-08 7.490007e-03 
9.341164e-08 7.490028e-03 
9.441164e-08 7.490001e-03 
9.541164e-08 7.490024e-03 
9.641164e-08 7.489997e-03 
9.741164e-08 7.490021e-03 
9.841164e-08 7.489995e-03 
9.941164e-08 7.490019e-03 
1.004116e-07 7.489993e-03 
1.014116e-07 7.490017e-03 
1.024116e-07 7.489992e-03 
1.034116e-07 7.490016e-03 
1.044116e-07 7.489992e-03 
1.054116e-07 7.490016e-03 
1.064116e-07 7.489991e-03 
1.074116e-07 7.490015e-03 
1.084116e-07 7.489991e-03 
1.094116e-07 7.490015e-03 
1.104116e-07 7.489991e-03 
1.114116e-07 7.490015e-03 
1.124116e-07 7.489990e-03 
1.134116e-07 7.490015e-03 
1.144116e-07 7.489990e-03 
1.154116e-07 7.490015e-03 
1.164116e-07 7.489990e-03 
1.174116e-07 7.490015e-03 
1.184116e-07 7.489990e-03 
1.194116e-07 7.490015e-03 
1.204116e-07 7.489990e-03 
1.214116e-07 7.490015e-03 
1.224116e-07 7.489990e-03 
1.234116e-07 7.490015e-03 
